Student ID,Mathematics,Literature,Foreign language,Foreign language code,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education
1001999,7.4,8.75,9,N1,Society,8.5,8,9.5
1002000,7.8,7.75,9,N1,Society,8,5.75,9.5
1002001,7.4,8.75,8.8,N1,Society,6.75,6,8.5
1002002,8.2,8.75,9.2,N1,Society,5,6.25,8.5
1002003,7,4.75,8,N1,Nature,6.75,4,5.75
1002004,7.2,8.75,9,N1,Society,7.25,5.25,8.5
1002005,4.8,8.5,8.6,N1,Society,9,6.5,8.5
1002006,9,8.25,8,N1,Society,5.75,7.25,9.75
1002007,6.4,7.25,3.2,N1,Society,6,4.5,8
1002008,7,7.25,5.2,N1,Society,7.5,8.75,8.25
1002009,7,8.75,7.8,N1,Society,6,6,9
1002010,7.6,8.75,8.6,N1,Society,6,6.25,8.75
1002011,7.4,7.75,8.6,N1,Society,4.75,6.25,8
1002012,7.2,7,6.2,N1,Nature,6.5,6,6.5
1002013,8.6,8.75,8.8,N1,Society,8.75,7.25,9.25
1002014,7.6,8.5,8.6,N1,Nature,6,3.75,7.75
1002015,7,8.5,9.2,N1,Nature,5,9.25,6
1002016,5.6,7,3.2,N1,Society,4.5,4.25,8.5
1002017,8.6,8.5,9.4,N1,Society,6.5,7,9.25
1002018,7.6,9.25,9.2,N1,Society,5.75,5.5,9.5
1002019,7.4,8.75,8.6,N1,Society,8.5,6.25,8.75
1002020,8.4,7.5,8.4,N1,Nature,7.75,5.75,7
1002021,6.4,8.75,7,N1,Nature,4.5,5,4.75
1002022,8.8,8.25,8.2,N1,Nature,8.25,8,7.25
1002023,8.2,7.5,6.4,N1,Nature,7.25,7,5.5
1002024,8.6,8.25,8.8,N1,Nature,5.75,7.5,5
1002025,5.4,8,8.4,N1,Society,7.25,8,8.25
1002026,5.4,8.75,9,N1,Society,6.5,6.25,8
1002027,6.2,8.5,8.2,N1,Society,4.25,5.75,8.75
1002028,8,8.75,7.8,N1,Society,9.25,7.5,7.75
1002029,8.2,7.75,9.8,N1,Nature,6.25,7.5,8.75
1002030,5.8,8.5,4.6,N1,Society,7.25,5.75,9.5
1002032,9.2,6.75,8,N1,Nature,8.75,4.25,6.5
1002033,8.2,8.75,8,N1,Society,5.75,6.25,9
1002034,7.8,8.75,8,N1,Society,7.75,7.25,9
1002035,9,8.75,9.2,N1,Society,4.5,6.25,9
1002036,7,8,9.2,N1,Society,7.25,7.25,9.5
1002037,6.6,8.25,8.2,N1,Society,8.25,6.5,8.75
1002038,8,8.75,9.2,N1,Society,7,7.5,8.5
1002039,7.6,8.5,7.4,N1,Society,5,6.5,7.25
1002040,8,9,8.8,N1,Society,7,6.5,8
1002041,7.8,9.25,9.2,N1,Society,7,6.25,8.75
1002042,7.8,8.5,7.2,N1,Society,5.75,6.5,8.25
1002044,7.4,7.5,9,N1,Society,7.5,6.25,8
1002046,7.6,8,9.4,N1,Nature,7.75,6.75,6.5
1002047,5.2,9,9.4,N1,Society,8.25,7.25,9.25
1002048,8.2,7.25,5,N1,Nature,8.25,8,6
1002049,7.6,7,6.6,N1,Nature,3,6.25,5.75
1002050,8.4,9.5,8.4,N1,Society,6.75,6.25,9.75
1002051,5.6,8,6.2,N1,Society,5.5,5.25,8
1002052,8.4,7.75,7.4,N1,Nature,4.5,8.75,6.5
1002053,7.6,7,8.6,N1,Nature,7.25,7.25,7.25
1002054,7.4,7.25,8.2,N1,Society,7,6.75,8.5
1002055,6.2,7.75,6,N1,Society,4,5,8
1002057,8.4,9.25,7.2,N1,Society,6.25,6.5,8.75
1002058,7.8,9.5,8.2,N1,Society,7.5,7,9
1002059,8.8,9,9.4,N1,Society,9,8.25,10
1002060,8.4,8.5,8.6,N1,Nature,6.75,8.5,8.25
1002061,7.4,8.5,8.6,N1,Society,7.25,7.25,9
1002062,7.6,7.75,7.2,N1,Nature,7.75,5.25,6.5
1002063,8,8.75,6.4,N1,Nature,6.5,7.25,6.25
1002064,8.4,8.25,9.2,N1,Society,6.75,6.25,9
1002065,6.8,8.75,6.6,N1,Society,5,6.25,7.5
1002066,7.2,8.25,6.4,N1,Society,6.75,6.25,8
1002067,7.6,8.5,7.8,N1,Society,7.75,6.25,10
1002068,5.2,5.5,3.4,N1,Society,4.75,4.5,7.25
1002069,6.4,8.5,4.8,N1,Society,4.75,7,8.25
1002070,5.8,8.25,5.4,N1,Society,8.75,8.75,6.5
1002071,8.4,7,9,N1,Nature,5.25,8,4.5
1002072,7.6,7.5,7.6,N1,Society,5.25,5.75,7.75
1002073,9.4,7.5,9.2,N1,Nature,8.5,5.25,4.5
1002074,8.8,7.75,7.6,N1,Nature,7.75,8.25,6.75
1002075,9,8,9.4,N1,Nature,8.75,9.25,8.5
1002076,6.6,8,6.4,N1,Society,7.75,6.75,9.75
1002077,8.2,5.75,9.6,N1,Nature,4.75,7.5,5.75
1002078,8.6,6.5,9,N1,Nature,7,7.5,7.25
1002079,7.8,8.25,8.2,N1,Society,5.25,4.5,7.75
1002080,8.4,6.25,9,N1,Nature,8.75,5,4.5
1002081,7.6,6,7.4,N1,Nature,7.75,5,5.5
1002082,7.8,8.5,7.6,N1,Society,7,6.25,8.75
1002083,7.2,8.5,9.8,N1,Society,6,6.25,9.25
1002084,7.4,8.25,8.4,N1,Nature,5.75,7.5,6.25
1002085,8.2,7.75,7.2,N1,Nature,3,8.75,6.75
1002086,8.6,7.25,8.8,N1,Nature,8.25,5,4.5
1002087,6.6,7.5,7.8,N1,Nature,7.25,7.5,6.25
1002088,8,7.5,8.4,N1,Nature,7.25,5.75,5.75
1002089,7.2,6,8.8,N1,Nature,5.5,7.5,6
1002090,7.4,8.25,5.8,N1,Society,5,5,6.75
1002091,8.2,7,6.8,N1,Nature,7.5,5.25,6
1002092,6.8,8.25,7.8,N1,Society,9.25,5.25,7.25
1002093,8.6,8.75,9,N1,Nature,8.75,6,7
1002094,7,8.75,5.2,N1,Society,7.75,6.75,9
1002095,7,7.75,4.4,N1,Society,5.5,5.75,8
1002096,7.6,7.25,5.2,N1,Nature,7.25,8.25,5.5
1002097,6.2,6.75,6.8,N6,Society,6,5.75,8.75
1002098,8.4,8.5,8.2,N1,Society,8.25,7.75,9
1002099,6.6,8.5,6,N1,Society,8,7.25,9
1002100,5.2,8.25,9.6,N1,Society,8.25,7.5,9
1002101,7.4,7,5.6,N1,Society,3.75,2.5,8.25
1002102,7.4,8.25,4.8,N1,Society,5,6.75,7.25
1002103,8.4,8.75,9.2,N1,Society,6.75,6.75,7.5
1002104,8.8,9.25,8.8,N1,Society,5.75,6.75,9.25
1002105,7,9,9,N1,Society,7.25,6.5,9.25
1002106,8.4,7.5,9.2,N1,Nature,8.25,3,6
1002107,8,9,9.8,N1,Society,8,7.75,8.75
1002108,6,9,7.8,N1,Society,9.25,8.75,9
1002109,7.4,8.75,9.2,N1,Society,7,6.5,8.25
1002110,7,7.5,8,N1,Society,2.25,5.75,6.75
1002111,8.2,9,9.6,N1,Society,7.5,7.5,9
1002112,6.8,7.5,9.2,N1,Society,7,7.5,8.75
1002113,6.4,8.5,8.2,N1,Society,5.75,6.25,7.75
1002114,7.2,8,6.8,N1,Society,7.75,7,9
1002115,8.6,9,8.8,N1,Society,6.5,7,8
1002116,6.6,8.25,9,N1,Society,6,5.75,7.25
1002117,7,8,7.8,N1,Society,7,5.75,7.25
1002118,7,8.25,8.8,N1,Society,7.25,7,9
1002119,8,7.75,7.4,N1,Society,6.25,4.25,7.5
1002120,8.6,8.75,9.2,N1,Society,7.5,7.25,9
1002121,7,7.75,5,N1,Society,5.75,6,9.5
1002122,7.2,7.75,4.4,N5,Society,6,5.25,7
1002123,6,7.25,7.4,N1,Society,6,6,7.75
1002124,6.6,8,6,N1,Society,6.25,5.5,8.5
1002125,5.4,7,7.2,N1,Society,4.25,4.25,6.75
1002126,8.4,8.5,9.2,N1,Society,8.25,7,8.75
1002127,6.4,7.75,5,N1,Society,7.5,6.25,9.25
1002128,7.2,8.5,8.8,N1,Society,3.75,6.25,9.25
1002129,6.6,9.25,5.2,N1,Society,3.75,5.5,6.75
1002130,4.2,5,8.2,N1,Society,6.5,6,8.5
1002131,6.4,8.25,7.8,N1,Society,4.75,5,7.5
1002132,6.6,5.25,8,N1,Society,6.75,6.25,9.5
1002133,6.8,9.25,9,N1,Society,7.75,7.25,8.5
1002134,8.4,8.5,9.2,N1,Society,6.75,6.75,8.25
1002135,8.6,9,9.2,N1,Society,7.25,6,7.5
1002136,8,8.5,9.2,N1,Society,7.25,6.75,9
1002137,4.6,6.5,6.2,N1,Society,5,6,8.5
1002138,8.4,8.75,8.8,N1,Society,8.25,7.5,9.5
1002139,4.8,7.5,6.4,N1,Society,5.75,6.75,8.5
1002140,7.2,8.25,8.6,N1,Society,6.75,6,7
1002141,7.6,8.75,9,N1,Society,7,7,8
1002142,7.8,8.75,8,N1,Society,4.5,5.25,6.75
1002143,6.8,7.75,7.2,N1,Society,5,6.75,8
1002144,6.6,5.75,8.4,N1,Society,7.75,5.25,7.25
1002145,5.6,7.75,3.8,N4,Society,5,4.75,7.5
1002146,8.2,8,8.4,N1,Society,5.5,6.25,8.75
1002147,7.4,8,10,N1,Society,6.5,6.5,8.25
1002148,6.4,8.5,8.6,N1,Society,6.5,5.25,8.75
1002149,6.4,7,6,N1,Society,7.5,8,9
1002150,6.2,8.5,3.8,N1,Society,3.75,7.5,7.25
1002151,5.8,8.25,8.6,N1,Society,5.75,5.25,7.75
1002152,6.4,8.75,7,N1,Society,7,7.5,9.5
1002153,7.2,8,6.2,N6,Society,8,8.5,9.5
1002154,6.8,7.75,8.8,N1,Society,7,6.5,9.25
1002155,5.6,9,9.2,N1,Society,8.25,7,9.5
1002156,5.2,6.75,8.8,N1,Society,8.25,6.25,9.75
1002157,8,8.75,8.2,N1,Society,7,6.5,9.25
1002158,8.2,8.25,8.6,N1,Society,7.75,7.25,8.5
1002159,6.6,7.5,9,N1,Society,5.5,6,6.75
1002161,4.8,8.75,8,N1,Society,8,7,9
1002162,6.8,7.75,8.6,N1,Society,7,5,8.5
1002163,7.8,8.5,8.6,N1,Society,4.75,5.5,7.5
1002164,5.2,8,3.4,N1,Society,7.5,6,8.75
1002165,8.4,9,8.8,N1,Society,8.5,7.75,9.75
1002166,7.4,8.25,8.2,N1,Society,5.5,6.5,8.25
1002167,7.8,7.25,6.6,N1,Society,6.25,7.25,9.75
1002168,7,8.5,9.2,N1,Society,9.25,6.5,9.5
1002170,7.6,8.5,7.4,N1,Society,6.75,5.25,7.75
1002171,7.2,7.25,8.4,N1,Society,6.75,7.25,9.25
1002172,6.2,7.5,7.2,N6,Society,6.25,6.75,9.25
1002173,4.6,5.5,5.4,N1,Society,6.5,5.5,8.25
1002174,8.4,8.75,8.4,N1,Nature,8.5,7.25,6.5
1002175,7.4,8.25,8.6,N1,Nature,5.5,7.75,7.5
1002176,8.2,7.75,7.4,N1,Nature,6.25,8,6.25
1002177,8.6,8.25,8.6,N1,Nature,5.75,8.5,6.5
1002178,8.4,7.5,8.6,N1,Nature,7.75,7.75,6.5
1002179,8.2,7.75,9.4,N1,Nature,7.5,5.25,4.5
1002180,9.2,7.75,9.8,N1,Nature,7.75,8.25,6.5
1002181,6.8,7.5,6.6,N1,Society,5.75,6,8
1002182,9,9.25,8.4,N1,Society,7.5,7,9.5
1002183,7,8.5,8.4,N1,Society,5.75,6.5,9
1002184,6.8,8.75,7.2,N1,Society,6,6,7.5
1002185,7.4,8.75,8.4,N1,Society,4.75,5,7.25
1002186,8,9,9.4,N1,Society,6.25,4,9
1002187,8,8.75,8.8,N1,Society,5.25,7.75,9
1002188,8,9,9.2,N1,Society,8,6,9
1002189,6.8,7.75,9.4,N1,Society,7.5,7.5,9.75
1002190,8.2,9,9.6,N1,Society,8.25,6.75,9.25
1002191,8.6,9.5,9.6,N1,Society,5.75,6.5,9.75
1002192,5.8,8.75,6.4,N1,Society,7.75,8,9.5
1002193,8.2,9,9,N1,Society,6.25,6,8.5
1002194,7.4,8.75,8.4,N1,Society,7,6.75,9.25
1002195,8,8.25,9.6,N1,Society,7,6.25,9.75
1002196,7.6,9,8.4,N1,Society,6.75,6,9
1002197,7.6,9,8.6,N1,Society,4.5,6.75,9
1002199,7.6,9.25,8.8,N1,Society,7.25,7,8.25
1002200,7.2,9,8.4,N1,Society,4.5,6.25,9
1002201,7.8,9.25,9.2,N1,Society,6.5,6,9.75
1002202,7.6,8.75,9.2,N1,Society,5,7.75,8.75
1002203,8.6,8.5,8.8,N1,Society,6.75,6.25,8.5
1002204,8.4,8.25,9,N1,Society,8.75,6.75,9.5
1002205,7,8,5.4,N1,Society,5,6.5,8.75
1002206,8.6,9,8.2,N1,Society,8,6.5,9.75
1002207,7.6,9.5,8,N1,Society,5.5,5.5,9
1002208,6.4,7.5,8,N1,Society,7,5.5,6.75
1002209,7.6,8.25,5,N1,Society,3.5,6,7.25
1002210,7.4,9,8.8,N1,Society,6.25,6.5,7.25
1002211,8,8.75,8.8,N1,Society,5.5,5.75,8.25
1002212,7.8,8.75,9,N1,Society,7,5.5,9
1002213,8.4,8.5,9,N1,Society,9.5,8,9.25
1002214,8.4,9,8.6,N1,Society,7.75,8.25,9.5
1002215,8.4,8.75,7.6,N1,Society,7.75,8.25,8.5
1002216,7.6,8,9,N1,Society,8,7.5,9.25
1002217,7.8,8.75,9,N1,Society,8.75,8.75,9.75
1002218,6.6,7.5,7.4,N1,Society,7,6.75,8.5
1002219,4.8,6.75,4,N1,Society,5.5,5,7.75
1002220,8.2,8.5,8.6,N1,Society,6,5.75,6.5
1002221,5.4,7,7.8,N1,Society,7.75,7.25,8.75
1002222,6.8,7.5,7,N1,Society,5.25,5.75,8.25
1002223,4,8.25,3.8,N1,Society,4.75,5,7.25
1002224,4.4,8,4.4,N1,Society,6.75,7,8.5
1002225,4.6,7.25,9,N1,Society,6.25,6.75,9.75
1002226,7.2,8.75,8.4,N1,Society,6.5,5.5,8.5
1002227,5.8,7.5,6.4,N1,Society,5,6,7.75
1002228,8,8.25,7.2,N1,Society,4.75,8,9
1002229,7.4,8.25,8.8,N1,Society,7.75,8.25,8.5
1002230,6,7,5.2,N1,Society,7.5,7.25,9.5
1002231,5,8,7.6,N1,Society,5,3.75,7.75
1002232,7.4,7.25,8.4,N1,Society,6.25,7,9.75
1002233,6.8,8,8.2,N1,Society,5.75,6.75,8
1002234,7.6,7.25,7,N1,Society,7.5,7,9.25
1002235,8.6,8.25,8.4,N1,Society,7.5,7.25,8.75
1002236,7.4,8.5,8.6,N1,Society,7,6.25,8
1002237,6.6,8,8.4,N1,Society,6.25,7.5,9.5
1002238,8.4,8.75,8.4,N1,Society,5.75,6,7.5
1002240,5,7.75,7.6,N1,Society,6,6,8.5
1002241,8.4,7.25,9,N1,Society,5.75,6.25,8.25
1002242,8,8.75,8.4,N1,Society,8.25,7,9
1002243,7.6,9,8.6,N1,Society,8,6.5,8.25
1002244,6.8,8.75,9.4,N1,Society,7.25,6,8.75
1002245,7.6,8.75,9.6,N1,Society,7.25,7.25,9
1002246,8.6,8.75,9.2,N1,Society,8.5,7.75,10
1002247,8.2,8.5,8.6,N1,Society,5.5,8.75,9.25
1002248,8.2,8.25,8.8,N1,Society,8,7.5,9.5
1002249,6.2,8.25,9.4,N1,Society,7.25,6.75,8.5
1002250,6,8.25,7.2,N1,Society,9,9,9.5
1002251,7,8.5,7,N1,Society,9.5,8.25,7.75
1002252,6.4,8.5,5.8,N1,Society,4.5,5.75,8
1002253,8.8,8.25,7.8,N1,Society,6.75,6.75,7.75
1002254,7.8,8.25,8.4,N1,Society,4.25,6.5,8.5
1002255,5.6,8.5,8.4,N1,Society,6,7,9.5
1002256,8,8.5,8.8,N1,Society,4.5,7.5,7.75
1002257,7.8,8.25,6.8,N1,Society,5,5.75,8.75
1002258,6.6,8.5,9.2,N1,Society,5.75,7,8.5
1002259,7.4,8.5,8.4,N1,Society,8.75,7.5,10
1002260,7.2,8,8.8,N1,Society,5,5.75,9
1002261,7.6,8.75,6.2,N1,Society,6.25,5.75,7.75
1002262,7.6,8.5,9.4,N1,Society,8.75,8.5,9.75
1002263,7.4,8,9.4,N1,Society,5.25,5.25,7.75
1002264,7.4,8.75,8.8,N1,Society,8.25,6.75,8.25
1002265,8.4,9,8.6,N1,Society,5.25,5.5,8.75
1002266,8,8.25,9.4,N1,Society,7.75,7.25,8.5
1002267,7.6,8.5,8.4,N1,Society,6.25,5.75,9.25
1002268,7.2,8.75,8.2,N1,Society,5.75,6.75,9.25
1002269,7.6,9,8.4,N1,Society,9,6.25,9.75
1002270,7.2,8.25,9.4,N1,Society,9,8,9.25
1002271,7.6,8.75,8.6,N1,Society,6.25,6.25,8
1002272,6.2,7.25,8.6,N1,Society,4.5,5.75,6.5
1002273,8,7.75,6.4,N1,Society,4.25,5.5,8.75
1002274,6.8,7.5,8.2,N1,Society,7,7.25,9
1002275,8.2,9,9,N1,Society,6,5.5,7.5
1002276,6.4,7.5,6.8,N1,Society,5.5,5,7.5
1002277,6.2,7.5,7.6,N1,Society,6,6,7.75
1002278,6.4,8.75,7.2,N1,Society,7,5,9
1002279,7.6,8.25,8.4,N1,Society,6.5,5.75,7.75
1002280,7.6,8.75,8.6,N1,Society,8.5,7,8.5
1002281,7.2,8.25,7.4,N1,Society,5,5.5,9
1002282,8.4,8.5,6.2,N1,Society,4.75,5.75,8.25
1002283,4.2,9,6.6,N1,Society,7,7.25,8.5
1002284,7.6,9,9,N1,Society,5.25,5,9
1002285,5,5,7.8,N1,Society,5,4.5,7
1002286,5.6,7.25,4,N1,Society,5.75,6.25,8.25
1002287,7,7,6.8,N1,Society,5.25,5.75,8.5
1002288,7.6,8,9.4,N1,Society,5.75,5.25,9.25
1002289,7.2,6,8.6,N1,Society,7.5,7,8.25
1002290,8,9.5,8.8,N1,Society,5.75,7.25,9
1002291,7.6,9,8.6,N1,Society,8.25,7.25,9.25
1002292,8,8.25,6.6,N1,Society,5.75,8.25,8.5
1002293,8.2,8.5,8,N1,Society,8.5,6.25,8.75
1002294,7,9,8.2,N1,Society,6.5,7.5,9.5
1002295,4.2,8.75,5.2,N1,Society,5.75,6.25,8.5
1002296,7.2,8.25,6.4,N1,Society,4.25,5.5,7.25
1002298,8,8.75,7.6,N1,Society,6.5,6.5,8.25
1002299,7.8,9,8.6,N1,Society,6.75,6.25,9.25
1002300,6.2,8.25,4.8,N1,Society,5.25,5.75,7.75
1002301,6.6,8.5,8.6,N1,Society,5.25,5.5,9.5
1002302,7.2,7.75,6.4,N1,Society,6.75,5,8.75
1002303,8.4,7,9,N1,Society,6,6.25,8.75
1002305,7.2,9.25,7.6,N1,Society,6.5,7.5,8.5
1002306,7.6,8.5,8.4,N1,Society,7,7.25,9
1002307,7.6,8,9.2,N1,Society,7.75,7,9
1002308,6.6,9,7.8,N1,Society,8.25,6.5,8.75
1002309,6.4,7.25,6.2,N7,Nature,5,6.25,6
1002311,5.6,6,5.6,N7,Society,4.75,6.75,9.75
1002312,7.8,9,8.4,N4,Society,6.75,6.25,8
1002313,8,6,9.2,N1,Nature,5,8.75,7
1002314,8.2,8.75,9,N1,Nature,6.5,8.25,8
1002315,7,7.5,7.2,N1,Nature,7.25,7.25,5.5
1002316,7.8,6.25,5.8,N1,Nature,5.75,8,5.25
1002317,8,6.75,8.8,N1,Nature,8.5,5.75,5.25
1002318,8.6,6.75,7.6,N1,Nature,7.25,8.25,5.75
1002319,7.8,6.5,8.8,N1,Nature,7.25,5,5.75
1002320,8.2,6.25,7.8,N1,Nature,7.75,5.5,4.5
1002321,8.8,7.25,8.6,N1,Nature,8.5,5.25,7.5
1002322,8.2,9.25,6.6,N5,Society,9,8.25,9.75
1002323,9.2,8,8.6,N1,Nature,9,7.25,6.75
1002324,7.6,7,9,N1,Nature,4.5,5.5,6.25
1002325,7.2,8.75,7.2,N1,Nature,5.25,7.25,7.25
1002326,7.8,7.5,4.2,N1,Nature,7,4.75,6.5
1002327,8.6,6.75,9.2,N1,Nature,7,7.75,6
1002328,7,7.5,8.2,N1,Nature,6.25,3.25,5.25
1002329,8.4,7.75,8.6,N1,Nature,8.5,8,7.75
1002330,8.2,6.75,9,N1,Nature,7.5,4.5,4.75
1002331,8,8.5,8.8,N1,Nature,7.5,4.75,6
1002332,6.6,8.25,7.6,N1,Nature,3.25,7.5,7.25
1002333,7.4,4.75,7.8,N1,Nature,5.75,3.5,6.5
1002334,7.6,5.25,8.6,N1,Nature,8.75,6.75,5.5
1002335,7.6,6.5,8.2,N1,Nature,8.25,4.75,5
1002336,8.2,6.75,8,N1,Nature,7.5,5.25,5.5
1002337,7.4,7,7,N1,Nature,7.5,3,5
1002338,8.2,6,8.4,N1,Nature,8.75,4.75,6.25
1002339,7.8,6,9.6,N1,Nature,6.75,4,6
1002340,8.4,6,8.6,N1,Nature,7.25,8,6
1002341,8.4,6.25,7.4,N1,Nature,6.75,8.25,7.5
1002342,9.4,4.75,8.8,N1,Nature,8,8.5,4.5
1002344,7.4,6,8.2,N1,Nature,8,5,5.75
1002345,8.4,6,9,N1,Nature,7.25,6.75,7.25
1002346,8.6,8.25,9.4,N1,Nature,9.25,5.5,6
1002347,8.8,8.5,9.2,N1,Nature,8.75,7.5,8.25
1002348,7.2,8.75,8,N1,Nature,4.75,7.25,5.75
1002349,8,5.25,7.2,N1,Nature,7.75,8.5,5.25
1002350,8,7.25,8.2,N1,Nature,7.75,2.5,4.25
1002351,7.8,7.75,8.2,N1,Nature,8.5,5.5,5.75
1002352,7.4,7.25,8.4,N1,Nature,6,4.5,6.75
1002353,7.2,7.25,8,N1,Nature,4.5,8,6.75
1002354,8.2,7.25,8.4,N1,Nature,8.5,6.75,6.5
1002355,8,7.75,8.8,N1,Nature,8.5,6.25,6.5
1002357,6.6,5.5,8,N1,Nature,7.5,6.25,5.25
1002358,8,7.5,6.6,N1,Nature,6.5,8.75,7
1002359,8,6.5,8.6,N1,Nature,8.5,4.75,5.75
1002360,9,7.75,8.6,N1,Nature,8.75,5.75,5.75
1002362,8.6,4.75,8.8,N1,Nature,5,8,7
1002363,8.2,6.75,7.8,N1,Nature,5.5,3,7.25
1002364,7.6,7.25,8,N1,Nature,7.5,6.75,7.25
1002367,6,6.5,6.8,N1,Nature,7.5,6,6.75
1002369,7.2,7.25,3.4,N1,Nature,4.5,7.75,3.5
1002370,7.2,7.5,9,N1,Nature,6.25,6.5,6.5
1002371,8.4,7.25,9.4,N1,Nature,8.25,6,6.25
1002372,7.6,7.5,8.8,N1,Nature,5,4.25,4
1002373,7.6,8,7.2,N1,Nature,5.25,8,8.25
1002374,7,5.75,7,N1,Nature,6.5,7.25,5
1002375,8,7,9.4,N1,Nature,8,6.5,7
1002376,8,6.75,9,N1,Nature,6.75,4,4.75
1002377,8,6,8.6,N1,Nature,7.25,3.75,6.75
1002378,8.6,7.5,7.8,N1,Nature,7.25,5.5,7.5
1002379,8.2,7.25,9.2,N1,Nature,7,5.75,6.5
1002380,8.2,9,8.8,N1,Nature,6.25,6.75,6.75
1002381,5.8,7.5,7.4,N1,Society,4.75,5.25,8
1002382,8,8.5,8.8,N1,Society,6,7.25,8.75
1002383,5,7,3.8,N1,Society,4,4,8.5
1002384,6.6,8,8.8,N1,Nature,6.5,4.5,4.25
1002385,7.8,9.25,9,N1,Society,8,7.75,8.75
1002386,7.8,8.75,8.2,N1,Society,6.25,6,8.75
1002388,6.4,7,3.2,N1,Society,4,4,7.75
1002389,8,8.25,8.8,N1,Society,7.5,6.75,9.5
1002390,7.6,8.75,7,N1,Society,9.5,8.25,9.25
1002391,7.2,8.75,8.6,N1,Society,6,6.25,8.5
1002392,8.4,8,8,N1,Society,6.25,8,8.75
1002393,6,7.5,7.6,N1,Nature,4.25,4.75,4.75
1002394,7.6,8.25,8.8,N1,Society,7.5,6.25,8.5
1002395,8.2,7.5,8,N1,Nature,8,7.75,6
1002396,7.4,9.25,9.2,N1,Society,9,6.25,9.5
1002397,7,6.75,7.6,N1,Society,6.25,5.5,8.75
1002401,6.6,8,6.6,N7,Society,5.75,5.25,6.75
1002402,8,7.5,8.4,N1,Nature,5,8,5.75
1002403,7.4,6,9,N1,Nature,6.75,5.25,6.75
1002404,7.8,7,8,N1,Nature,5,8,8
1002405,8.2,8.75,8.4,N1,Nature,5.75,3.25,5.5
1002406,8.2,7.25,7.4,N1,Nature,8.75,5.5,5.25
1002407,7.2,8.5,6.8,N1,Nature,6.25,5,7.75
1002408,7.8,5,7.8,N1,Nature,8,4.5,6.5
1002409,7.6,6.25,8.4,N1,Nature,6.75,6.75,7
1002410,8,6.25,6.6,N1,Nature,5.25,7.25,5.75
1002411,8.6,5,5.4,N1,Nature,3.25,6.75,7
1002412,7,6.25,7.8,N1,Nature,7.75,4,5.5
1002413,7.6,7.75,8.4,N1,Nature,6.5,5,4.75
1002414,7.2,7.75,8.4,N1,Nature,7,5.5,8
1002415,6.6,6,6.6,N1,Nature,5.25,4,6.5
1002416,8.4,7.25,7.6,N1,Nature,8,5.5,7.75
1002417,8,7.75,7.8,N1,Nature,5,9.75,9.75
1002418,7.8,7.75,8.6,N1,Nature,2.5,6,5.75
1002419,8.4,7.25,8.8,N1,Nature,8,6.5,7.5
1002420,7.2,6.25,6.8,N1,Nature,6,6.5,4.5
1002421,7.4,6,6.8,N1,Nature,7.5,4.75,4.5
1002422,7.6,7.5,5.2,N1,Nature,4,7.25,7.25
1002423,7.4,7.5,6.4,N1,Nature,5.25,6,3.5
1002424,8,8.25,8.2,N1,Nature,7,5,6.75
1002425,8.6,7.75,7,N1,Nature,8,8.75,4.25
1002426,7.4,7.5,7.8,N1,Nature,6.5,2.75,4.25
1002427,8,7,8.4,N1,Nature,6,7.5,5.5
1002428,7.8,6,8.4,N1,Nature,6.5,6.5,6.5
1002429,7.6,7.25,7.8,N1,Nature,3.5,7,6.25
1002430,8.8,7.5,9.4,N1,Nature,6.5,7.75,6.5
1002431,7,7.25,8.4,N1,Nature,5,7,7.5
1002432,6,8.5,4.4,N1,Nature,6.5,4.25,5
1002433,8.6,8.75,7.4,N1,Nature,8,9,8.75
1002434,8,8.5,9.2,N1,Nature,8,6.75,6.75
1002435,7.6,7.5,8.6,N1,Nature,5.75,4,5.5
1002437,8.2,6,8.2,N1,Nature,7.25,7,4.75
1002438,8.2,7.25,9.6,N1,Nature,8.5,6,7
1002439,9,6,9.4,N1,Nature,8.25,6.5,5.25
1002440,8.4,8.75,8.4,N1,Nature,7.75,5,5.25
1002442,8.2,6,9.6,N1,Nature,7.5,4.5,5.5
1002443,8.6,7.5,8.4,N1,Nature,8.25,7.5,6.75
1002444,6.8,6.75,6.4,N1,Nature,5,4,5
1002446,7.4,6.5,6.8,N6,Society,6,5.75,9.25
1002447,8.8,6.75,9.6,N1,Nature,8.25,8,8
1002448,4.4,8,9.4,N1,Society,6.5,5,9
1002449,8.2,8.25,7.4,N1,Nature,8.5,7.75,5.25
1002450,7.8,7.75,8.2,N1,Society,6.75,7.25,9.25
1002451,7.8,8.75,9.4,N1,Society,7,6.75,9.75
1002452,7.4,7.5,7.8,N1,Society,3.25,5.25,6.25
1002453,6.8,8.5,8,N1,Society,5,4.5,8
1002454,7.4,7,8.4,N1,Nature,7.25,5.5,4.75
1002455,7.2,8.5,8.2,N1,Nature,5.75,6.75,7
1002456,7.6,7.5,8.4,N1,Nature,7.5,7.5,4.75
1002457,8.2,8,8.6,N1,Society,6.75,7,7.25
1002458,7.4,7.75,6.6,N1,Nature,6,6.25,6.75
1002459,7,9.25,8.2,N1,Society,5.5,6.25,8
1002460,7.2,8.75,7.6,N1,Society,6.5,6.25,9
1002461,7.2,8,9.4,N1,Society,6.25,6.75,9.5
1002462,7.2,8.25,8.4,N1,Society,7.75,6.5,8.5
